ISIN,assetName,assetShortName,assetCategory,assetSubCategory,marketID,sector,industry,timestamp
DE0007100000,Mercedes-Benz Group AG,UNK_54,Stock,,XETR,Consumer Cyclical,Auto Manufacturers,2018-01-02
DE0007164600,SAP SE,SAP,Stock,,XETR,Technology,Software - Application,2018-01-02
DE0008404005,Allianz SE,ALV,Stock,,XETR,Financial Services,Insurance - Diversified,2018-01-02
DE000A0DEN75,DPB FLOAT  PERP Deutsche Postbank Funding Trust I,DPB 0 29/12/49,Bond,Corporate,XETR,,,2018-11-16
DE000A0H0728,iShares Diversified Commodity Swap UCITS ETF (DE) | EXXY,UNK_59,MTF,Other,XETR,,,2018-01-02
DE000A0H08Q4,iShares STOXX Europe 600 Technology UCITS ETF (DE) | EXV3,UNK_62,MTF,Equity,XETR,,,2018-10-09
DE000A0H08R2,iShares STOXX Europe 600 Telecommunications UCITS ETF (DE) | EXV2,UNK_63,MTF,Equity,XETR,,,2018-01-02
DE000A0H08S0,iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE) | EXV9,UNK_64,MTF,Equity,XETR,,,2020-07-09
DE000A0Q4R28,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) | EXV5,UNK_66,MTF,Equity,XETR,,,2018-01-02
DE000A14ZT85,L&G Cyber Security UCITS ETF,UNK_1018,MTF,Other,XETR,,,2019-06-12
DE000A194DD9,Mercedes Benz International Finance BV 0.875% 09/04/2024,MBGGR 0.875 04/09/24 EMTN,Bond,Corporate,XETR,,,2018-12-20
DE000A1EK0H1,Physical Platinum EUR Hedged ETC - Xtrackers ETF,UNK_1020,MTF,Other,XETR,,,2020-03-20
DE000A2TEDB8,,UNK_73,Bond,Government,XETR,,,2020-07-22
DE000BASF111,Basf SE,UNK_1017,Stock,,XETR,Basic Materials,Chemicals,2018-01-02
DE000BAY0017,Bayer AG,UNK_75,Stock,,XETR,Healthcare,Drug Manufacturers - General,2018-01-02
EU000A1U9985,EURO STABILITY MECHANISM ESM 0 10/18/22,ESM 0 10/18/22,Bond,Corporate,XETR,,,2018-11-16
EU000A1Z99E3,European Stability Mechanism 0.1 31/07/2023,ESM 0.1 07/31/23 EMTN,Bond,Government,XETR,,,2018-11-19
IE00B14X4Q57,iShares € Govt Bond 1-3yr UCITS ETF EUR (Dist) | IBGS,UNK_446,MTF,Bond,XETR,,,2018-12-07
IE00B4L5YX21,iShares Core MSCI Japan IMI UCITS ETF USD (Acc) | IJPA,UNK_457,MTF,Equity,XETR,,,2019-08-07
IE00B4L60045,iShares € Corp Bond 1-5yr UCITS ETF EUR (Dist) | IE15,UNK_458,MTF,Bond,XETR,,,2018-11-12
IE00B4WXJJ64,iShares Core € Govt Bond UCITS ETF EUR (Dist) | EUNH,UNK_460,MTF,Bond,XETR,,,2018-10-02
IE00B52VJ196,iShares MSCI Europe SRI UCITS ETF EUR (Acc) | IESE,UNK_461,MTF,Equity,XETR,,,2021-05-24
IE00B6YX5K17,SPDR® Bloomberg 1-5 Year Gilt UCITS ETF | GLTS,UNK_464,MTF,Bond,XETR,,,2019-03-13
IE00B8FHGS14,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc) | MVOL,UNK_467,MTF,Equity,XETR,,,2020-04-30
IE00BF3N7102,iShares $ High Yield Corp Bond UCITS ETF EUR Hedged (Dist) | IHYE,UNK_471,MTF,Bond,XETR,,,2020-07-23
IE00BGDQ0L74,iShares European Property Yield UCITS ETF EUR (Acc) | IPRE,UNK_476,MTF,Other,XETR,,,2022-08-05
IE00BJ5JPH63,iShares J.P. Morgan $ EM Bond UCITS ETF EUR Hedged (Acc) | 3SUD,UNK_478,MTF,Bond,XETR,,,2020-08-12
IE00BM67HL84,Xtrackers MSCI World Financials UCITS ETF 1C | XDWF,UNK_483,MTF,Equity,XETR,,,2021-01-21
IE00BM67HM91,Xtrackers MSCI World Energy UCITS ETF 1C | XDW0,UNK_484,MTF,Equity,XETR,,,2018-01-02
IE00BM67HP23,Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C | XDWC,UNK_485,MTF,Equity,XETR,,,2019-07-25
IE00BM67HQ30,Xtrackers MSCI World Utilities UCITS ETF 1C | XDWU,UNK_486,MTF,Equity,XETR,,,2020-04-28
IE00BM67HT60,Xtrackers MSCI World Information Technology UCITS ETF 1C | XDWT,UNK_487,MTF,Equity,XETR,,,2019-11-26
IE00BZ036J45,Xtrackers USD Corporate Bond UCITS ETF 2D - EUR Hedged | XDGE,UNK_499,MTF,Bond,XETR,,,2020-06-18
LU0274221281,Xtrackers Switzerland UCITS ETF 1D | XSMI,UNK_617,MTF,Equity,XETR,,,2018-01-02
LU0290356954,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C | DBXQ,UNK_623,MTF,Bond,XETR,,,2018-01-02
LU0290358224,Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF 1C | DBXK,UNK_624,MTF,Bond,XETR,,,2019-04-24
LU0290358497,Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C | DBXT,UNK_625,MTF,Money Market,XETR,,,2018-01-02
LU0290359032,Xtrackers II iTraxx Crossover Swap UCITS ETF 1C | DBXM,UNK_626,MTF,Bond,XETR,,,2019-02-26
LU0292108619,Xtrackers MSCI EM Latin America ESG Swap UCITS ETF 1C | XMLA,UNK_628,MTF,Equity,XETR,,,2021-08-30
LU0524480265,Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1C | XY4P,UNK_661,MTF,Bond,XETR,,,2018-08-24
LU0779800910,Xtrackers CSI300 Swap UCITS ETF 1C | XCHA,UNK_679,MTF,Equity,XETR,,,2021-03-16
LU1645386480,UBS(Lux)Fund Solutions – J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF(hedged EUR)A-acc | SHEME,UNK_732,MTF,Bond,XETR,,,2020-12-23
US037833CM07,Apple,UNK_768,Bond,Corporate,XETR,Corporate,IT equipment,2018-11-16
US136069TY74,CIBC,UNK_775,Bond,Corporate,XETR,Corporate,Banks,2018-11-16
US298785HA77,European Investment Bank (EIB),UNK_798,Bond,Corporate,XETR,Corporate,Banks,2019-05-20
US459058JG93,IBRD,UNK_817,Bond,Corporate,XETR,Corporate,Banks,2021-01-29
US89236TDP75,Toyota Motor Credit,UNK_857,Bond,Corporate,XETR,Corporate,Other Financial Institutions,2018-11-16
US89236TDR32,Toyota Motor Credit,UNK_858,Bond,Corporate,XETR,Corporate,Other Financial Institutions,2018-11-16
US91282CDR97,"US TREASURY N/B T 0,750 12/31/23","T 0,750 12/31/23",Bond,Government,XETR,Sovereign,,2022-01-04
US931422AH23,Walgreen,UNK_879,Bond,Corporate,XETR,Corporate,FMCG-Retail,2018-11-16
USF12033AZ33,Danone,UNK_887,Bond,Corporate,XETR,Corporate,Food and Beverage Production,2018-11-16
XS0205537581,Argentina,UNK_898,Bond,Government,XETR,Sovereign,,2018-01-02
XS0210976329,KBC Bank,UNK_900,Bond,Corporate,XETR,Corporate,Banks,2019-10-21
XS0213101073,Pemex,UNK_901,Bond,Corporate,XETR,Corporate,Oil and Gas Extraction and Refining,2018-06-21
XS0478803355,HeidelbergCement,UNK_906,Bond,Corporate,XETR,Corporate,Building Materials,2018-11-19
XS0505157965,European Investment Bank (EIB),UNK_907,Bond,Corporate,XETR,Corporate,Banks,2018-11-16
XS0830192711,Gazprom Neft,UNK_911,Bond,Corporate,XETR,Corporate,Oil and Gas Extraction and Refining,2018-11-16
XS0842659426,Enel,UNK_913,Bond,Corporate,XETR,Corporate,Power,2018-11-16
XS1503043694,European Investment Bank (EIB),UNK_958,Bond,Corporate,XETR,Corporate,Banks,2019-03-28
XS1551001768,BASF,UNK_960,Bond,Corporate,XETR,Corporate,Chemical and Petrochemical Industry,2018-11-16
XS1612977717,European Investment Bank (EIB),UNK_968,Bond,Corporate,XETR,Corporate,Banks,2018-11-16
XS1645113322,Hapag-Lloyd,UNK_971,Bond,Corporate,XETR,Corporate,Marine Transportation,2018-11-19
XS1683407453,Council of Europe Development Bank,UNK_973,Bond,Corporate,XETR,Corporate,Banks,2019-02-08
XS1824424706,Pemex,UNK_986,Bond,Corporate,XETR,Corporate,Oil and Gas Extraction and Refining,2021-01-26
XS1865186321,Volkswagen Financial Services AG,UNK_989,Bond,Corporate,XETR,Corporate,Microfinance,2018-11-06
XS1915152000,Instituto de Credito Oficial,UNK_992,Bond,Corporate,XETR,Corporate,Banks,2018-12-04
XS2010037849,Jaguar Land Rover,UNK_994,Bond,Corporate,XETR,Corporate,Motor Vehicle Production,2020-07-22
XS2055781962,"EUROPEAN INVESTMENT BANK EIB 0,05 10/13/34","EIB 0,05 10/13/34",Bond,Corporate,XETR,Corporate,Banks,2019-10-21
FI0009000681,Nokia Oyj,NOA,Stock,,XHEL,Technology,Communication Equipment,2018-01-02
FI0009003305,Sampo Oyj,UNK_93,Stock,,XHEL,Financial Services,Insurance - Diversified,2018-01-02
XS0858461758,COSCO Shipping Holdings,UNK_915,Bond,Corporate,XHKG,Corporate,Marine Transportation,2018-11-16
GB00B15KXV33,WisdomTree WTI Crude Oil ETF,CRUD,MTF,Other,XLON,,,2018-01-02
GB00B15KY989,WisdomTree Broad Commodities ETF,AIGC,MTF,Other,XLON,,,2018-01-02
GB00BH4HKS39,Vodafone Group PLC,VOD,Stock,,XLON,Communication Services,Telecom Services,2018-01-02
GB00BN7CG237,Aston Martin Lagonda Global Holdings PLC,UNK_121,Stock,,XLON,Consumer Cyclical,Auto Manufacturers,2020-12-17
IE00B14X4Q57,iShares € Govt Bond 1-3yr UCITS ETF EUR (Dist) | IBGS,UNK_446,MTF,Bond,XLON,,,2018-01-02
IE00B1XNHC34,iShares Global Clean Energy UCITS ETF USD (Dist) | INRG,UNK_449,MTF,Equity,XLON,,,2019-10-29
IE00B3F81R35,iShares Core € Corp Bond UCITS ETF EUR (Dist) | IEAC,UNK_451,MTF,Bond,XLON,,,2018-01-02
IE00B3ZW0K18,iShares S&P 500 EUR Hedged UCITS ETF (Acc) | IUSE,UNK_452,MTF,Equity,XLON,,,2018-01-02
IE00B4K48X80,iShares Core MSCI Europe UCITS ETF EUR (Acc) | IMAE,UNK_455,MTF,Equity,XLON,,,2019-04-25
IE00B4L5Y983,iShares Core MSCI World UCITS ETF USD (Acc) | IWDA,UNK_456,MTF,Equity,XLON,,,2018-01-02
IE00B4L60045,iShares € Corp Bond 1-5yr UCITS ETF EUR (Dist) | IE15,UNK_458,MTF,Bond,XLON,,,2018-09-28
IE00B4S3JD47,Ireland IRGB 3.9% 20/03/2023,IRISH 3.9 03/20/23,Bond,Government,XLON,,,2018-01-01
IE00B4WXJJ64,iShares Core € Govt Bond UCITS ETF EUR (Dist) | EUNH,UNK_460,MTF,Bond,XLON,,,2018-09-28
IE00B53SZB19,iShares NASDAQ 100 UCITS ETF USD (Acc) | CSNDX,UNK_462,MTF,Equity,XLON,,,2019-07-25
IE00B5BMR087,iShares Core S&P 500 UCITS ETF USD (Acc) | CSSPX,UNK_463,MTF,Equity,XLON,,,2018-01-02
IE00B66F4759,iShares € High Yield Corp Bond UCITS ETF EUR (Dist) | IHYG,HY,Stock,,XLON,EUR High Yield Bond,,2018-01-02
IE00B66F4759,iShares € High Yield Corp Bond UCITS ETF EUR (Dist) | IHYG,HY,MTF,Bond,XLON,,,2018-01-02
IE00B7LW6Y90,iShares Italy Govt Bond UCITS ETF EUR (Dist) | IITBm,UNK_465,MTF,Bond,XLON,,,2018-11-02
IE00B7N3YW49,PIMCO Short-Term High Yield Corporate Bond Index Source UCITS ETF Inc | STHY,UNK_466,MTF,Bond,XLON,,,2018-01-02
IE00BCRY6003,Ishares Usd Short Dur Hy Crp,SDHY,Stock,,XLON,,,2018-04-27
IE00BCRY6003,Ishares Usd Short Dur Hy Crp,SDHY,MTF,Other,XLON,,,2018-04-27
IE00BF11F565,iShares Core € Corp Bond UCITS ETF EUR (Acc) | IEAA,UNK_469,MTF,Bond,XLON,,,2019-01-31
IE00BF3N7094,iShares € High Yield Corp Bond UCITS ETF EUR (Acc) | HIGH,UNK_470,MTF,Bond,XLON,,,2018-12-04
IE00BFNM3J75,iShares MSCI World ESG Screened UCITS ETF USD (Acc) | SAWD,UNK_473,MTF,Equity,XLON,,,2021-03-23
IE00BKWQ0C77,SPDR® MSCI Europe Consumer Discretionary UCITS ETF | STR,UNK_482,MTF,Equity,XLON,,,2018-01-02
IE00BP3QZ601,iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc) | IWQU,UNK_488,MTF,Equity,XLON,,,2019-04-08
IE00BP3QZB59,iShares Edge MSCI World Value Factor UCITS ETF USD (Acc) | IWVL,UNK_489,MTF,Equity,XLON,,,2020-11-17
IE00BP46NG52,SPDR® ICE BofA 0-5 Year EM USD Government Bond UCITS ETF | EMH5,UNK_490,MTF,Bond,XLON,,,2019-02-25
IE00BYX2JD69,iShares MSCI World SRI UCITS ETF EUR (Acc) | SUSW,UNK_498,MTF,Equity,XLON,,,2020-11-06
IE00BZ0PKV06,iShares Edge MSCI Europe Multifactor UCITS ETF EUR (Acc) | IBC0,UNK_500,MTF,Equity,XLON,,,2019-07-17
JE00B3T3K772,WisdomTree Short USD Long EUR 3x Daily,USE3,MTF,Other,XLON,,,2020-03-31
US219868BZ88,Corporacion Andina de Fomento (CAF),UNK_778,Bond,Corporate,XLON,Corporate,Banks,2019-03-18
XS0809571739,Transnet,UNK_910,Bond,Corporate,XLON,Corporate,Railroad Transportation,2018-01-02
XS0969795680,Nestle S.A.,UNK_919,Bond,Corporate,XLON,Corporate,Food and Beverage Production,2018-11-16
XS1227247191,Cyprus,UNK_933,Bond,Government,XLON,Sovereign,,2018-01-02
XS1314321941,Cyprus,UNK_938,Bond,Government,XLON,Sovereign,,2018-01-02
XS1633845158,Lloyds Banking Group,UNK_969,Bond,Corporate,XLON,Corporate,Banks,2019-07-18
XS1637276848,Cyprus,UNK_970,Bond,Government,XLON,Sovereign,,2018-01-02
XS1717575259,"NESTLE HOLDINGS INC NESNVX 2,375 11/17/22","NESNVX 2,375 11/17/2",Bond,Corporate,XLON,Corporate,Food and Beverage Production,2018-10-11
XS2105095777,Cyprus,UNK_1003,Bond,Government,XLON,Sovereign,,2020-01-16
EU000A1G0D39,European Financial Stablity 0.125% 17/10/2023,EFSF,Bond,Government,XLUX,,,2018-01-02
LU0012182399,BNP US SHORT DUR BD-CL C,PUK3724 LX,MTF,Money Market,XLUX,,,2021-06-09
LU0033040782,UBS LUX STRG FD-YIELD EUR-B,SBCEYBI,MTF,Bond,XLUX,,,2018-01-02
LU0033041590,UBS (Lux) Strategy Fund - Yield Sustainable (USD) P-dist,UNK_524,MTF,Other,XLUX,,,2018-03-22
LU0039703375,UBS (Lux) Strategy Fund - Fixed Income Sustainable (USD) P-dist,UNK_527,MTF,Bond,XLUX,,,2021-06-09
LU0049785362,UBS (Lux) Strategy Fund - Balanced Sustainable (EUR) P-dist,EPD,MTF,Other,XLUX,,,2018-01-02
LU0053903893,Schroder International Selection Fund EURO Government Bond A Distribution EUR AV,UNK_533,MTF,Bond,XLUX,,,2018-01-02
LU0075938133,BNP Paribas Funds Euro Bond Classic Capitalisation,UNK_537,MTF,Bond,XLUX,,,2020-09-30
LU0083284397,Schroder International Selection Fund US Dollar Bond A Distribution USD QF,UNK_539,MTF,Bond,XLUX,,,2020-02-11
LU0089290844,BNP Paribas Funds Target Risk BalancedClassicD,UNK_542,MTF,Other,XLUX,,,2018-01-02
LU0089291651,BNP Paribas Funds Target Risk BalancedClassicR,UNK_543,MTF,Other,XLUX,,,2018-01-02
LU0091115906,Schroder International Selection Fund EURO Equity A Distribution EUR AV,UNK_544,MTF,Equity,XLUX,,,2018-01-02
LU0094557526,MFS Meridian Funds - European Research Fund A1 EUR,UNK_548,MTF,Equity,XLUX,,,2018-01-02
LU0101692753,Pictet-Digital R USD,UNK_549,MTF,Equity,XLUX,,,2018-01-02
LU0106235293,Schroder International Selection Fund EURO Equity A Accumulation EUR,UNK_552,MTF,Equity,XLUX,,,2018-01-02
LU0106244287,Schroder International Selection Fund Swiss Equity A Accumulation CHF,UNK_553,MTF,Equity,XLUX,,,2018-01-03
LU0115143082,Invesco Funds SICAV - Invesco Asia Opportunities Equity Fund E Accumulation EUR,UNK_557,MTF,Equity,XLUX,,,2018-07-10
LU0118259661,BlackRock Global Funds - Global High Yield Bond Fund A1 EUR Hedged,UNK_558,MTF,Bond,XLUX,,,2018-01-02
LU0127230596,NBG INTERNAT- INCOME PLUS-A,NBGINPA,MTF,Bond,XLUX,,,2018-01-02
LU0131126574,FT - FRANKL EUR H/Y - A USD CAP,TEMHYAC LX,MTF,Equity,XLUX,,,2020-06-29
LU0147414022,NBG INTERNAT-GLOBAL EQUITY-A,NBGGEQA LX,MTF,Equity,XLUX,,,2018-01-02
LU0152980495,Templeton Global Bond Fund A(acc)EUR,UNK_568,MTF,Bond,XLUX,,,2018-01-02
LU0154234636,BGF European Special Situations Fund A2 EUR,MLEUGRA,MTF,Bond,XLUX,,,2018-01-02
LU0161942635,UBS (Lux) Key Selection SICAV - Global Equities (USD) (EUR) P-acc,UNK_570,MTF,Equity,XLUX,,,2018-01-02
LU0162302276,Amundi Funds Pioneer Strategic Income A USD (C),UNK_1036,MTF,Other,XLUX,,,2018-01-02
LU0164852419,HSBC Global Investment Funds - Chinese Equity EC,UNK_573,MTF,Equity,XLUX,,,2018-01-03
LU0164858028,HSBC Global Investment Funds - Indian Equity EC,UNK_574,MTF,Equity,XLUX,,,2018-01-03
LU0165081950,HSBC Global Investment Funds - Euroland Value EC,UNK_575,MTF,Equity,XLUX,,,2018-01-03
LU0165091165,HSBC Global Investment Funds - Euro Credit Bond EC,UNK_576,MTF,Bond,XLUX,,,2018-01-03
LU0165130674,HSBC Global Investment Funds - Euro Reserve Ac,UNK_1037,MTF,Bond,XLUX,,,2018-01-03
LU0165281881,NBG INT - EUROPEAN ALLSTARS-A,NBGASTA LX,MTF,Money Market,XLUX,,,2018-01-02
LU0170473374,FRANKLIN EU TOT RT RT-AAC,TEMTRAA LX,MTF,Money Market,XLUX,,,2020-06-23
LU0171298648,BlackRock Global Funds - US Mid-Cap Value Fund A2 (EUR),UNK_590,MTF,Equity,XLUX,,,2020-06-19
LU0172069584,UBS (Lux) Bond SICAV - USD Corporates (USD) P-acc,UNK_595,MTF,Bond,XLUX,,,2021-06-09
LU0172412149,BlackRock Global Funds - Global Government Bond Fund A3 USD,UNK_598,MTF,Bond,XLUX,,,2018-01-02
LU0172417379,BGF-US DOLLAR BND-USD A3,MLUSCUA LX,MTF,Money Market,XLUX,,,2021-02-04
LU0175074516,PICTET-USD SHORT MT BONDS-R,PFIUSMR LX,MTF,Money Market,XLUX,,,2021-06-09
LU0201322137,Schroder International Selection Fund Strategic Bond A Accumulation USD,UNK_602,MTF,Bond,XLUX,,,2018-01-02
LU0205194797,Schroder International Selection Fund Global High Yield A Distribution USD MV,UNK_604,MTF,Bond,XLUX,,,2018-01-02
LU0208853274,JPMorgan Funds - Global Natural Resources Fund A (acc) - EUR,UNK_605,MTF,Equity,XLUX,,,2018-01-02
LU0212178916,BNP Paribas Funds Europe Small Cap Classic Capitalisation,PACI,MTF,Equity,XLUX,,,2018-01-02
LU0214787094,Amundi Funds II - Pioneer Strategic Income A USD MGI D,UNK_1041,MTF,Other,XLUX,,,2018-01-02
LU0243958047,Invesco Funds SICAV - Invesco Euro Corporate Bond Fund C Accumulation EUR,UNK_613,MTF,Bond,XLUX,,,2020-01-15
LU0252499412,JPMorgan Funds - EUR Money Market VNAV Fund A (acc) - EUR,UNK_615,MTF,Money Market,XLUX,,,2018-01-02
LU0274704161,Amundi Funds II - Emerging Markets Bond A H EUR DA,UNK_1043,MTF,Bond,XLUX,,,2018-01-02
LU0278453476,BGF-FIXED INC GBL OP HED-A2,MLIHEA2 LX,MTF,Equity,XLUX,,,2018-01-02
LU0280673723,Amundi Funds II - Emerging Markets Bond A H USD DA,UNK_1044,MTF,Bond,XLUX,,,2018-01-02
LU0281576909,Amundi Funds II - Emerging Markets Bond A EUR HND,UNK_1045,MTF,Bond,XLUX,,,2018-02-05
LU0282880003,BNP Paribas Funds Equity Russia Opportunities Classic Capitalisation EUR,UNK_1046,MTF,Equity,XLUX,,,2018-01-03
LU0297943168,BlackRock Global Funds - Global Government Bond Fund A3 EUR Hedged,UNK_629,MTF,Bond,XLUX,,,2018-01-02
LU0308882355,Schroder International Selection Fund Global Dividend Maximiser A1 Distribution USD Q,UNK_630,MTF,Equity,XLUX,,,2018-01-02
LU0309035870,Pictet-Short-Term Money Market JPY R,UNK_631,MTF,Money Market,XLUX,,,2022-04-20
LU0316493583,Templeton Asian Growth Fund A(acc)EUR-H1,UNK_632,MTF,Equity,XLUX,,,2018-01-02
LU0329630130,Variopartner SICAV - MIV Global Medtech Fund P2 EUR,UNK_634,MTF,Equity,XLUX,,,2020-01-22
LU0330917880,BlackRock Global Funds - Sustainable World Bond Fund A2 EUR Hedged,UNK_635,MTF,Bond,XLUX,,,2018-01-02
LU0363630707,Amundi Funds II - Absolute Return Multi-Strategy A EUR ND,UNK_1047,MTF,Other,XLUX,,,2018-01-02
LU0378967565,Goldman Sachs Global Currency Plus Portfolio,UNK_1048,MTF,Other,XLUX,,,2018-01-02
LU0417441200,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-mdist,UNK_642,MTF,Bond,XLUX,,,2018-01-02
LU0425487740,Schroder International Selection Fund EURO Corporate Bond A Distribution EUR SF,UNK_644,MTF,Bond,XLUX,,,2018-01-02
LU0430493212,JPMorgan Funds - Aggregate Bond Fund A (acc) - EUR (hedged),UNK_645,MTF,Bond,XLUX,,,2018-01-02
LU0447610683,HSBC Portfolios - World Selection 2 AC,UNK_649,MTF,Other,XLUX,,,2018-01-03
LU0447610766,HSBC Portfolios - World Selection 2 ACHEUR,UNK_650,MTF,Other,XLUX,,,2018-01-03
LU0447611061,HSBC Portfolios - World Selection 3 ACHEUR,UNK_651,MTF,Other,XLUX,,,2018-01-03
LU0454936104,Franklin Euro Short Term Money Market Fund A,UNK_1049,MTF,Money Market,XLUX,,,2018-10-22
LU0456865749,BGF-EUR SHRT DUR BND-A2USDHD,BGFA2US,MTF,Equity,XLUX,,,2018-01-02
LU0474967485,Pictet-Digital HR EUR,UNK_654,MTF,Equity,XLUX,,,2018-02-02
LU0476459721,NBG INTL-DYNAM ASSET ALLOC-A,NBGFCIA LX,MTF,Balanced,XLUX,,,2018-05-29
LU0502418741,UBS (Lux) Key Selection SICAV - Multi Strategy Alternatives (EUR) P-acc,UNK_658,MTF,Other,XLUX,,,2018-01-03
LU0503635038,Pictet - SmartCity R dy EUR,UNK_659,MTF,Equity,XLUX,,,2018-01-02
LU0546265769,UBS (Lux) Equity SICAV - Swiss Opportunity (CHF) P-acc,UNK_663,MTF,Equity,XLUX,,,2018-01-03
LU0551246555,Franklin U.S. Low Duration Fund A(acc)USD,UNK_664,MTF,Bond,XLUX,,,2018-01-02
LU0625451512,BlackRock Global Funds - Global Equity Income Fund A5G EUR Hedged,UNK_668,MTF,Equity,XLUX,,,2018-01-02
LU0670223279,Eurobank (LF) Reserve Fund,UNK_1050,MTF,Bond,XLUX,,,2018-01-17
LU0671501392,Schroder International Selection Fund Global Dividend Maximiser A1 Distribution EUR Hedged Q,UNK_670,MTF,Equity,XLUX,,,2018-01-02
LU0671501806,,UNK_671,MTF,Other,XLUX,,,2018-01-02
LU0671502010,Schroder International Selection Fund Global Inflation Linked Bond A Distribution EUR QV,UNK_672,MTF,Bond,XLUX,,,2018-01-02
LU0694810861,Schroder International Selection Fund Global Bond A Distribution EUR Hedged Q,UNK_673,MTF,Bond,XLUX,,,2018-01-02
LU0738912566,BlackRock Global Funds - US Dollar High Yield Bond Fund A6 USD,UNK_676,MTF,Bond,XLUX,,,2018-01-26
LU0775052292,UBS (Lux) Equity SICAV - German High Dividend Sustainable (EUR) P-acc,UNK_677,MTF,Equity,XLUX,,,2018-01-02
LU0784383399,BlackRock Global Funds - Global Multi-Asset Income Fund A2 EUR Hedged,UNK_680,MTF,Other,XLUX,,,2018-01-26
LU0784384876,BlackRock Global Funds - Global Multi-Asset Income Fund A6 USD,UNK_681,MTF,Other,XLUX,,,2018-03-23
LU0794791870,Invesco Global Equity Income Fund A EUR Hedged,UNK_1051,MTF,Equity,XLUX,,,2018-01-02
LU0820561818,Allianz Global Investors Fund - Allianz Income and Growth AM USD,UNK_683,MTF,Other,XLUX,,,2020-12-03
LU0823389423,BNP Paribas Funds Emerging Bonds Opportunities Classic RH EUR Capitalisation,UNK_1052,MTF,Bond,XLUX,,,2018-02-22
LU0823407779,BNP Paribas Funds Global Convertible Classic Capitalisation,UNK_1053,MTF,Other,XLUX,,,2018-01-02
LU0823417653,BNP Paribas Funds Sustainable Global Low Vol Equity,UNK_1054,MTF,Equity,XLUX,,,2018-01-02
LU0823417810,BNP Paribas Funds Sustainable Global Low Vol Equity Classic Capitalisation,UNK_689,MTF,Equity,XLUX,,,2018-01-02
LU0823421689,PARVEST DISRUPTIVE TECH-CC,GEQ4286 LX,MTF,Bond,XLUX,,,2018-05-31
LU0823447643,BNP Paribas Funds Bond Absolute Return V350,UNK_1056,MTF,Bonds,XLUX,,,2018-01-02
LU0825403933,BlackRock Global Funds - Global Corporate Bond Fund A5 USD,UNK_695,MTF,Bond,XLUX,,,2018-01-02
LU0849399786,Schroder International Selection Fund EURO High Yield A Accumulation,UNK_697,MTF,Bond,XLUX,,,2018-01-02
