ISIN,assetName,assetShortName,assetCategory,assetSubCategory,marketID,sector,industry,timestamp
LU0849400543,Schroder International Selection Fund EURO High Yield A Distribution EUR QV,UNK_698,MTF,Bond,XLUX,,,2018-01-02
LU0941349275,PICTET-MULTI ASSET GL OP-REU,PCMAGOR LX,MTF,Bond,XLUX,,,2018-01-02
LU0954602917,Pictet-EUR Short Term Corporate Bonds R,UNK_702,MTF,Bond,XLUX,,,2018-01-02
LU0954603725,Pictet-EUR Short Term Corporate Bonds HR USD,UNK_1059,MTF,Bond,XLUX,,,2018-03-08
LU0973708182,BlackRock Global Funds - Fixed Income Global Opportunities Fund A4 EUR Hedged,UNK_705,MTF,Bond,XLUX,,,2018-01-02
LU0995120242,SISF-EURO CR CO-AEURD SF,SIECAED LX,MTF,Money Market,XLUX,,,2021-02-09
LU1003076772,BlackRock Global Funds - European Equity Income Fund A5G USD Hedged,UNK_707,MTF,Equity,XLUX,,,2018-01-02
LU1046235732,SCHRODER INT-STR CRD-A ACC,SSCRCAA LX,MTF,Money Market,XLUX,,,2021-12-28
LU1080341495,BNP Paribas Flexi I US Mortgage Classic H EUR Capitalisation,UNK_710,MTF,Bond,XLUX,,,2018-01-02
LU1093756168,Franklin Templeton Investment Funds-Franklin K2 Alternative Strategies Fund A(acc)USD,UNK_712,MTF,Other,XLUX,,,2018-01-02
LU1093756242,Franklin K2 Alternative Strategies Fund A(acc)EUR-H1,UNK_713,MTF,Other,XLUX,,,2018-01-02
LU1116037828,PICTET-MULTI ASST GL OP-RDME,PMGRDME LX,MTF,Bond,XLUX,,,2018-01-02
LU1133085917,BlackRock Global Funds - Global Multi-Asset Income Fund A6 EUR Hedged,UNK_715,MTF,Other,XLUX,,,2018-01-02
LU1165135440,PARVEST AQUA-CLASSIC,PAQUACL LX,MTF,Equity,XLUX,,,2018-01-02
LU1279333832,Pictet - Robotics R USD,UNK_718,MTF,Equity,XLUX,,,2018-01-02
LU1279335027,Pictet - Robotics HR EUR,UNK_719,MTF,Equity,XLUX,,,2018-01-02
LU1389986909,NBG International Funds FCP/Money Market Sub Fund Class A,UNK_1061,MTF,Money Market,XLUX,,,2018-01-02
LU1458427942,BNP PARIBAS FUNDS US VALUE MULTI FACTOR(PARVEST EQ,PAEUCLE LX,MTF,Equity,XLUX,,,2019-09-13
LU1467572357,UBS (Lux) Bond Fund - Global Flexible (CAD hedged) P-acc,UNK_725,MTF,Bond,XLUX,,,2018-01-02
LU1484486714,Parworld Lyra Classic EUR Acc,UNK_1062,MTF,Other,XLUX,,,2018-02-28
LU1514167136,SCHRODER ISF-GL CR IN-AIUSD,SCGCAIU LX,MTF,Equity,XLUX,,,2018-03-16
LU1514167722,Schroder International Selection Fund Global Credit Income A Accumulation EUR Hedged,UNK_728,MTF,Bond,XLUX,,,2018-07-18
LU1514168027,SCHRODER IS-GL CR IN-AIEURH,SCGAIEH LX,MTF,Equity,XLUX,,,2018-04-30
LU1620156999,BNP Paribas Funds - Green Bond Classic CAPITALISAT,PARGBCC LX Equity,MTF,Money Market,XLUX,,,2021-01-26
LU1679117579,UBS LX EQ - GBL IMP USD -P EUR,UBSGIPE LX,MTF,Equity,XLUX,,,2019-02-20
LU1737068558,Schroder International Selection Fund Global Credit Income A Accumulation USD,UNK_736,MTF,Bond,XLUX,,,2019-02-20
LU1775951525,Invesco Funds - Invesco Asian Equity Fund A Annual Distribution USD,UNK_737,MTF,Equity,XLUX,,,2018-09-10
LU1819948784,BNP PARIBAS-SUS  ENH BD 12M -CL A,BNSEBCA LX,MTF,Structured,XLUX,,,2019-10-16
LU1882473264,Amundi Funds - Euro Government Bond A2 EUR (C),UNK_1063,MTF,Bond,XLUX,,,2022-04-01
LU1883311653,Amundi Funds - European Equity Sustainable Income A2 EUR SATI D,UNK_1064,MTF,Equity,XLUX,,,2019-06-12
LU1883321298,Amundi Funds - Global Equity Sustainable Income A2 EUR QTI (D),UNK_1065,MTF,Equity,XLUX,,,2019-06-11
LU1883324391,Amundi Funds - Global Equity Sustainable Income R2 EUR MTI (D),UNK_1066,MTF,Equity,XLUX,,,2020-01-16
LU1883854272,AMUNDI FDS-PION. US EQ.F.GR-A EUR HG,APUFAEH LX,MTF,Equity,XLUX,,,2020-01-16
LU1956159856,BNP Paribas Funds - Sustainable Multi-Asset Stabil,BPSMCED LX Equity,MTF,Balanced,XLUX,,,2021-06-03
LU2343327081,SISF-CARBON NEUT CRE-A EUR A,SICNAEA LX,MTF,Money Market,XLUX,,,2021-07-29
USL34664AA71,FAGE International,UNK_888,Bond,Corporate,XLUX,Corporate,Food and Beverage Production,2018-11-16
XS0070553820,European Investment Bank (EIB),UNK_895,Bond,Corporate,XLUX,Corporate,Banks,2018-01-02
XS0196448129,European Investment Bank (EIB),UNK_897,Bond,Corporate,XLUX,Corporate,Banks,2018-11-16
XS0207764712,Banque Federative du Credit Mutuel,UNK_899,Bond,Corporate,XLUX,Corporate,Banks,2018-01-01
XS0210976329,KBC Bank,UNK_900,Bond,Corporate,XLUX,Corporate,Banks,2018-01-01
XS0832628423,European Investment Bank (EIB),UNK_912,Bond,Corporate,XLUX,Corporate,Banks,2018-11-19
XS1497606365,Telecom Italia (TIM),UNK_955,Bond,Corporate,XLUX,Corporate,Communication Services,2018-01-02
XS1551678409,Telecom Italia (TIM),UNK_961,Bond,Corporate,XLUX,Corporate,Communication Services,2018-01-02
XS1685702794,Intralot SA,UNK_974,Bond,Corporate,XLUX,Corporate,Gambling business,2018-01-02
XS1691349523,Goldman Sachs,UNK_976,Bond,Corporate,XLUX,Corporate,Banks,2018-01-02
XS1762980065,Alpha Bank,UNK_983,Bond,Corporate,XLUX,Corporate,Banks,2018-01-29
XS2010038144,"MYTILINEOS FINANCIAL MYTIL 2,50 12/01/24","MYTIL 2,50 12/01/24",Bond,Corporate,XLUX,Corporate,Other Sectors,2019-11-26
XS2018638648,Piraeus Bank,UNK_996,Bond,Corporate,XLUX,Corporate,Banks,2019-06-21
XS2028846363,National Bank of Greece,UNK_997,Bond,Corporate,XLUX,Corporate,Banks,2019-07-15
XS2055106137,OTE PLC,UNK_998,Bond,Corporate,XLUX,Corporate,Communication Services,2019-09-19
XS2060691719,HELLENIC PETROLEUM FINANCE PLC ELPEGA 2 10/04/24,ELPEGA 2 10/04/24,Bond,Corporate,XLUX,Corporate,Oil and Gas Extraction and Refining,2019-10-01
XS2111230285,Alpha Services and Holdings,UNK_1004,Bond,Corporate,XLUX,Corporate,Banks,2020-02-10
XS2114234714,Frigoglass,UNK_1005,Bond,Corporate,XLUX,Corporate,Miscellaneous Machinery and Industrial Equipment,2020-02-11
XS2121408996,Piraeus Bank,UNK_1006,Bond,Corporate,XLUX,Corporate,Banks,2020-02-14
XS2237982769,National Bank of Greece,UNK_1008,Bond,Corporate,XLUX,Corporate,Banks,2020-10-05
XS2307437629,Alpha Services and Holdings,UNK_1009,Bond,Corporate,XLUX,Corporate,Banks,2021-03-08
XS2337604479,Mytilineos,UNK_13,Bond,Corporate,XLUX,Corporate,Other Sectors,2021-04-26
XS2373771174,Intralot Inc.,UNK_1015,Bond,Corporate,XLUX,Corporate,Gambling business,2021-08-12
ES00000121G2,Spain,UNK_77,Bond,Government,XMAD,Sovereign,,2019-05-02
ES0000012E85,Spain,UNK_82,Bond,Government,XMAD,Sovereign,,2019-05-31
ES0000012F43,Spain,UNK_83,Bond,Government,XMAD,Sovereign,,2019-09-09
ES0173516115,Repsol SA,UNK_88,Stock,,XMAD,Energy,Oil & Gas Integrated,2020-07-22
CA037833CY47,Apple,UNK_19,Bond,Corporate,XMOD,Corporate,IT equipment,2018-11-16
CA580135CD12,McDonalds,UNK_20,Bond,Corporate,XMOD,Corporate,Restaurants and Bars,2018-03-06
AU3CB0228823,European Investment Bank (EIB),UNK_2,Bond,Corporate,XMUN,Corporate,Banks,2021-01-27
US298785HM16,European Investment Bank (EIB),UNK_799,Bond,Corporate,XMUN,Corporate,Banks,2019-05-17
US298785HV15,European Investment Bank (EIB),UNK_801,Bond,Corporate,XMUN,Corporate,Banks,2019-03-21
US298785JH03,European Investment Bank (EIB),UNK_803,Bond,Corporate,XMUN,Corporate,Banks,2021-01-29
US459058FT50,IBRD,UNK_816,Bond,Corporate,XMUN,Corporate,Banks,2019-05-20
USC10602AR84,Bombardier,UNK_884,Bond,Corporate,XMUN,Corporate,Aircraft Production and Defense,2018-11-16
XS0989155089,Coca-Cola European Partners US,UNK_920,Bond,Corporate,XMUN,Corporate,Food and Beverage Production,2018-11-16
XS1028955844,Glencore International AG,UNK_921,Bond,Corporate,XMUN,Corporate,Wholesale Trade,2018-01-02
XS1980857319,European Investment Bank (EIB),UNK_993,Bond,Corporate,XMUN,Corporate,Banks,2019-05-07
US90184L1026,Twitter Inc.,TWTR,Stock,,XNAS,,,2018-01-02
AU3SG0001985,Western Australian Treasury Corporation (WATC),UNK_8,Bond,Corporate,XNEC,Corporate,Government Agencies,2020-09-17
AU3SG0002199,Western Australian Treasury Corporation (WATC),UNK_9,Bond,Corporate,XNEC,Corporate,Government Agencies,2020-09-17
MHY8162K2046,Star Bulk Carriers Corp,SBLK,Stock,,XNGS,Industrials,Marine Shipping,2018-01-02
US0378331005,Apple Inc,AAPL,Stock,,XNGS,Technology,Consumer Electronics,2020-02-14
US5949181045,Microsoft Corp,MSFT,Stock,,XNGS,Technology,Software - Infrastructure,2021-12-10
US60770K1079,Moderna Inc,MRNA,Stock,,XNGS,Healthcare,Biotechnology,2020-03-04
US92556V1061,Viatris Inc,VIA,Stock,,XNGS,Healthcare,Drug Manufacturers - Specialty & Generic,2020-11-18
XS2079716853,Apple,UNK_1001,Bond,Corporate,XNGS,Corporate,IT equipment,2019-11-12
US46090E1038,,UNK_818,MTF,Other,XNMS,,,2018-06-05
BMG375851091,Gaslog Ltd.,GLOG,Stock,,XNYS,,,2018-01-02
MHY1771G1109,Costamare Inc,UNK_749,Stock,,XNYS,Industrials,Marine Shipping,2018-01-02
MHY1771G1281,Costamare Inc,UNK_750,Stock,,XNYS,Industrials,Marine Shipping,2018-01-02
US00206R1023,AT&T Inc,T,Stock,,XNYS,Communication Services,Telecom Services,2018-01-02
US00214Q1040,,UNK_761,MTF,Other,XNYS,,,2021-01-27
US002824BA72,Abbott Laboratories,UNK_762,Bond,Corporate,XNYS,Corporate,Pharmaceutical Preparation and Biotechnology,2018-11-19
US0032601066,,UNK_763,MTF,Other,XNYS,,,2018-10-02
US02079K3059,Alphabet Inc,GOOGL,Stock,,XNYS,Communication Services,Internet Content & Information,2018-01-02
US0231351067,Amazon.com Inc,UNK_764,Stock,,XNYS,Consumer Cyclical,Internet Retail,2018-01-02
US03512TAC53,AngloGold Ashanti Holdings,UNK_765,Bond,Corporate,XNYS,Corporate,Precious Metal Mining,2018-11-16
US0378331005,Apple Inc,AAPL,Stock,,XNYS,Technology,Consumer Electronics,2018-01-02
US037833AK68,Apple,UNK_766,Bond,Corporate,XNYS,Corporate,IT equipment,2018-01-02
US0556221044,BP PLC,UNK_770,Stock,,XNYS,Energy,Oil & Gas Integrated,2018-01-02
US0970231058,Boeing Co,BCO,Stock,,XNYS,Industrials,Aerospace & Defense,2018-01-02
US1266501006,CVS Health Corp,CVS,Stock,,XNYS,Healthcare,Healthcare Plans,2018-01-02
US13057Q2066,California Resource,CRCQQ,Stock,,XNYS,,,2018-01-02
US1491231015,Caterpillar Inc,CAT,Stock,,XNYS,Industrials,Farm & Heavy Construction Machinery,2018-01-02
US17275R1023,Cisco Systems Inc,CSCO,Stock,,XNYS,Technology,Communication Equipment,2018-01-02
US1729674242,Citygroup Inc.,C,Stock,,XNYS,,,2018-01-02
US172967GL98,Citigroup,UNK_776,Bond,Corporate,XNYS,Corporate,Banks,2018-11-16
US191216CE82,The Coca-Cola Company,UNK_777,Bond,Corporate,XNYS,Corporate,Food and Beverage Production,2018-11-19
US22539T1833,VelocityShares 3x Long Natural Gas ETN linked to the S&P GSCI Natural Gas Index ER,UGAZF:PKC:USD,MTF,Other,XNYS,,,2019-12-24
US22539T2179,VelocitySharesTM 3x Long Natural Gas ETNs linked to the S&P GSCI Natural Gas Index ER,UNK_1070,MTF,Other,XNYS,,,2018-01-02
US25243YAU38,Diageo,UNK_782,Bond,Corporate,XNYS,Corporate,Food and Beverage Production,2018-11-16
US25271CAP77,Diamond Offshore Drilling,UNK_783,Bond,Corporate,XNYS,Corporate,Equipment and Services for Oil and Gas Extraction,2018-11-16
US2546871060,The Walt Disney Co,DIS,Stock,,XNYS,Communication Services,Entertainment,2018-01-02
US26922V1017,abrdn Physical Platinum Shares ETF,PDLT,MTF,Other,XNYS,,,2018-01-02
US26924G7714,,UNK_788,MTF,Other,XNYS,,,2020-09-24
US30231G1022,Exxon Mobil Corp,XOM,Stock,,XNYS,Energy,Oil & Gas Integrated,2018-01-02
US30231GAC69,Exxon Mobil,UNK_805,Bond,Corporate,XNYS,Corporate,Oil and Gas Extraction and Refining,2018-11-16
US30303M1027,Meta Platforms Inc,FB,Stock,,XNYS,Communication Services,Internet Content & Information,2018-01-02
US3696043013,General Electric Co,GE,Stock,,XNYS,Industrials,Specialty Industrial Machinery,2021-08-05
US38141G1040,The Goldman Sachs Group Inc,UNK_807,Stock,,XNYS,Financial Services,Capital Markets,2018-01-02
US38141GWC40,Goldman Sachs,UNK_808,Bond,Corporate,XNYS,Corporate,Banks,2018-11-16
US3814305450,,UNK_809,MTF,Other,XNYS,,,2018-06-19
US40428HPR74,HSBC USA,UNK_812,Bond,Corporate,XNYS,Corporate,Banks,2018-11-16
US42824CAG42,Hewlett Packard Enterprise,UNK_814,Bond,Corporate,XNYS,Corporate,IT equipment,2018-11-16
US42824CAW91,Hewlett Packard Enterprise,UNK_815,Bond,Corporate,XNYS,Corporate,IT equipment,2018-01-02
US4592001014,International Business Machines Corp,IBM,Stock,,XNYS,Technology,Information Technology Services,2018-01-02
US4642863504,,UNK_819,MTF,Other,XNYS,,,2021-06-24
US4642864007,,UNK_820,MTF,Other,XNYS,,,2018-01-02
US4642871762,,UNK_821,MTF,Other,XNYS,,,2018-01-02
US4642876555,,UNK_822,MTF,Other,XNYS,,,2018-01-02
US4642876894,,UNK_823,MTF,Other,XNYS,,,2018-01-02
US4642882579,,UNK_824,MTF,Other,XNYS,,,2018-01-02
US46429B2676,,UNK_825,MTF,Other,XNYS,,,2018-04-06
US46625H1005,Jpmorgan Chase & Co,CMC,Stock,,XNYS,,,2018-01-02
US47215P1066,JD.com Inc,JD,Stock,,XNYS,,,2018-01-02
US4781601046,Johnson & Johnson,JNJ,Stock,,XNYS,Healthcare,Drug Manufacturers - General,2018-01-02
US478160BS27,Johnson&Johnson,UNK_826,Bond,Corporate,XNYS,Corporate,Pharmaceutical Preparation and Biotechnology,2018-11-16
US5007674055,,UNK_827,MTF,Other,XNYS,,,2018-09-28
US5949181045,Microsoft Corp,MSFT,Stock,,XNYS,Technology,Software - Infrastructure,2018-01-02
US5951121038,Micron Technology Inc,MU,Stock,,XNYS,Technology,Semiconductors,2018-01-02
US61166WAW10,Monsanto,UNK_831,Bond,Corporate,XNYS,Corporate,Chemical and Petrochemical Industry,2018-11-16
US62914V1061,NIO Inc,UNK_832,Stock,,XNYS,Consumer Cyclical,Auto Manufacturers,2018-09-14
US64110L1061,Netflix Inc,NFLX,Stock,,XNYS,Communication Services,Entertainment,2018-01-02
US65504LAP22,Noble Corp,UNK_833,Bond,Corporate,XNYS,Corporate,Equipment and Services for Oil and Gas Extraction,2018-11-16
US71647NAA72,Petrobras,UNK_834,Bond,Corporate,XNYS,Corporate,Oil and Gas Extraction and Refining,2018-11-16
US71647NAV10,Petrobras,UNK_836,Bond,Corporate,XNYS,Corporate,Oil and Gas Extraction and Refining,2018-11-16
US71647NAY58,Petrobras,UNK_837,Bond,Corporate,XNYS,Corporate,Oil and Gas Extraction and Refining,2018-11-16
US71647NAZ24,Petrobras,UNK_838,Bond,Corporate,XNYS,Corporate,Oil and Gas Extraction and Refining,2019-03-20
US71654V4086,Petroleo Brasileiro SA Petrobras,PBR,Stock,,XNYS,Energy,Oil & Gas Integrated,2018-01-02
US7170811035,Pfizer Inc,PFE,Stock,,XNYS,Healthcare,Drug Manufacturers - General,2018-01-02
US72201R7750,,UNK_843,MTF,Other,XNYS,,,2018-01-02
US73935A1043,Invesco QQQ Trust Series 1,QQQ,MTF,Equity,XNYS,,,2018-01-02
US74347X8496,,UNK_846,MTF,Other,XNYS,,,2020-11-05
US78462F1030,,UNK_847,MTF,Other,XNYS,,,2018-01-02
US78467X1090,SPDR® Dow Jones Industrial Average ETF Trust (EUR) | DIA,UNK_848,MTF,Other,XNYS,,,2018-01-02
US78468R6633,,UNK_849,MTF,Other,XNYS,,,2018-01-02
US81369Y5069,,UNK_850,MTF,Other,XNYS,,,2018-01-02
US822582BX94,Shell,UNK_851,Bond,Corporate,XNYS,Corporate,Oil and Gas Extraction and Refining,2018-11-16
US86562MAM29,Sumitomo Mitsui FG,UNK_852,Bond,Corporate,XNYS,Corporate,Holding Companies,2018-11-16
US87264AAU97,T-Mobile USA,UNK_853,Bond,Corporate,XNYS,Corporate,Communication Services,2018-03-14
US88166JAA16,Teva Pharmaceutical Industries,UNK_854,Bond,Corporate,XNYS,Corporate,Pharmaceutical Preparation and Biotechnology,2019-06-10
US89114QBL14,"TORONTO-DOMINION BANK TD 1,8 07/13/21","TD 1,8 07/13/21",Bond,Corporate,XNYS,Corporate,Banks,2018-11-16
US912810RK60,USA,UNK_862,Bond,Government,XNYS,Sovereign,,2018-11-19
US9128286C90,USA,UNK_863,Bond,Government,XNYS,Sovereign,,2019-02-26
US91282CFE66,"US TREASURY N/B T 3,125 08/15/25","T 3,125 08/15/25",Bond,Government,XNYS,Sovereign,,2022-09-30
US91831AAC53,Boausch Health Companies 6.125% 15/05/2025,BHCCN 6.125 04/15/25 REGS,Bond,Corporate,XNYS,,,2018-02-05
US92189F1066,,UNK_873,MTF,Other,XNYS,,,2018-01-02
US9219378356,,UNK_875,MTF,Other,XNYS,,,2018-01-02
US9229085538,,UNK_876,MTF,Other,XNYS,,,2018-01-02
US92766K1060,Virgin Galactic Holdings Inc,SPCE,Stock,,XNYS,Industrials,Aerospace & Defense,2019-10-30
US92826C8394,Visa Inc,V,Stock,,XNYS,Financial Services,Credit Services,2018-01-02
US9497461015,Wells Fargo & Co,UNK_880,Stock,,XNYS,Financial Services,Banks - Diversified,2018-01-02
US949746SH57,Wells Fargo,UNK_881,Bond,Corporate,XNYS,Corporate,Banks,2018-11-16
US94974BGH78,Wells Fargo,UNK_882,Bond,Corporate,XNYS,Corporate,Banks,2018-11-16
US9581021055,Western Digital Corp,WDC,Stock,,XNYS,Technology,Computer Hardware,2018-01-02
US97717W8516,,UNK_883,MTF,Other,XNYS,,,2018-09-27
NO0010757925,Norway,UNK_754,Bond,Government,XOSL,Sovereign,,2018-01-01
NO0010844079,Norway,UNK_755,Bond,Government,XOSL,Sovereign,,2019-11-04
FR0000120271,TotalEnergies SE,TTE,Stock,,XPAR,Energy,Oil & Gas Integrated,2018-01-02
FR0000120578,Sanofi SA,SAN,Stock,,XPAR,Healthcare,Drug Manufacturers - General,2018-01-02
FR0000120628,AXA SA,CS,Stock,,XPAR,Financial Services,Insurance - Diversified,2018-01-02
FR0000125486,Vinci SA,UNK_97,Stock,,XPAR,Industrials,Engineering & Construction,2018-01-02
FR0010344630,Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF EUR,UNK_1027,MTF,Other,XPAR,,,2018-01-02
FR0010344903,Lyxor STOXX Europe 600 Insurance UCITS ETF EUR,UNK_1028,MTF,Other,XPAR,,,2018-06-18
FR0011020965,Amundi ETF MSCI Emerging Markets Asia UCITS ETF EUR,UNK_1029,MTF,Other,XPAR,,,2018-01-02
FR0011697010,Electricite de France (EDF),UNK_109,Bond,Corporate,XPAR,Corporate,Power,2018-11-16
FR0013176336,BNP Paribas Sustainable Bond Euro Short Term Classic C,UNK_1030,MTF,Bond,XPAR,,,2018-01-01
FR0013176526,Valeo SA,UNK_112,Stock,,XPAR,Consumer Cyclical,Auto Parts,2018-01-02
FR0013220902,Agence Francaise de Developpement,UNK_113,Bond,Corporate,XPAR,Corporate,Banks,2019-04-08
FR0013232105,Agence Francaise de Developpement,UNK_114,Bond,Corporate,XPAR,Corporate,Banks,2019-01-11
FR0013480613,France,UNK_117,Bond,Government,XPAR,Sovereign,,2020-01-30
FR0014003Y09,Macif,UNK_118,Bond,Corporate,XPAR,Corporate,Insurance and Reinsurance,2022-07-01
LU1681040900,Amundi Index Solutions - Amundi Floating Rate USD Corporate ESG - UCITS ETF DR - USD (C) | AFLT,UNK_734,MTF,Bond,XPAR,,,2018-11-02
NL0000235190,Airbus SE,AIR,Stock,,XPAR,Industrials,Aerospace & Defense,2018-01-02
NL00150001Q9,Stellantis NV,STLA,Stock,,XPAR,Consumer Cyclical,Auto Manufacturers,2021-01-19
XS0214965963,Telecom Italia (TIM),UNK_902,Bond,Corporate,XPAR,Corporate,Communication Services,2019-04-09
US298785HP47,European Investment Bank (EIB),UNK_800,Bond,Corporate,XSTU,Corporate,Banks,2018-06-20
XS1068872925,European Investment Bank (EIB),UNK_923,Bond,Corporate,XSTU,Corporate,Banks,2018-11-16
XS1207449684,"EUROPEAN INVESTMENT BANK EUR 0,125 04/15/25","EIB 0,125 04/15/25",Bond,Corporate,XSTU,Corporate,Banks,2018-11-16
XS1260085037,European Investment Bank (EIB),UNK_934,Bond,Corporate,XSTU,Corporate,Banks,2018-01-02
XS1280834992,European Investment Bank (EIB),UNK_935,Bond,Corporate,XSTU,Corporate,Banks,2018-11-16
XS1288040055,"EUROPEAN INVESTEMENT BANK 0,25 10/15/20","EIB 0,25 10/15/20",Bond,Corporate,XSTU,Corporate,Banks,2018-11-16
XS1361554584,European Investment Bank (EIB),UNK_943,Bond,Corporate,XSTU,Corporate,Banks,2018-12-17
XS1394055872,European Investment Bank (EIB),UNK_944,Bond,Corporate,XSTU,Corporate,Banks,2018-11-16
XS1791485011,European Investment Bank (EIB),UNK_985,Bond,Corporate,XSTU,Corporate,Banks,2019-02-05
XS1909184753,Turkey,UNK_991,Bond,Government,XSTU,Sovereign,,2019-03-29
CH0106027144,UBS ETF (CH) – Gold (EUR) hedged (EUR) A-dis | AUEUAH,UNK_21,MTF,Other,XSWX,,,2020-07-14
GRC1441197B3,ATTICA HOLDINGS S.A.,ΑΤΤΙΚΑΟ1,Bond,Corporate,EBB,Corporate,Marine Transportation,2019-07-22
GRC1451184D4,"GEK TERNA HOLDING, REAL ESTATE, CONSTRUCTION S.A.",ΓΕΚΤΕΡΝΑΟ1,Bond,Corporate,EBB,Corporate,Miscellaneous Construction,2018-03-27
GRC2451227D9,LAMDA DEVELOPMENT SA,ΛΑΜΔΑΟ2,Bond,Corporate,EBB,Corporate,Miscellaneous Construction,2022-07-06
GRC281121BD8,ELVALHALCOR HELLENIC COPPER AND ALUMINIUM INDUSTRY S.A.,ΕΛΧΑΟ1,Bond,Corporate,EBB,Corporate,Non-Ferrous Metals,2021-11-10
GRC419120AD7,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS S.A.,ΟΠΑΠΟ2,Bond,Corporate,EBB,Corporate,Hotels and Lodging,2020-10-19
GRC4261213D5,MOTOR OIL HELLAS CORINTH REFINERIES SA,ΜΟΗΟ1,Bond,Corporate,EBB,Corporate,Oil and Gas Extraction and Refining,2021-03-17
GRC4951193D4,AEGEAN AIRLINES S.A.,ΑΡΑΙΓΟ1,Bond,Corporate,EBB,Corporate,Air Transportation,2019-03-04
GRC4971221B3,PREMIA PROPERTIES SA,ΠΡΕΜΙΑΟ1,Bond,Corporate,EBB,Corporate,Domestic and Commercial Construction,2022-01-19
GRC5091217D9,PRODEA R.E.I.C. S.A.,ΠΡΟΝΤΕΑΟ1,Bond,Corporate,EBB,Corporate,Real Estate Investment and Services,2021-07-14
GRC5211214B5,COSTAMARE PARTICIPATIONS PLC,CMPB1,Bond,Corporate,EBB,Corporate,Other Financial Institutions,2021-05-19
GRC813119AD1,TERNA ENERGY FINANCE S.A.,ΤΕΝΕΡΓΧΟ2,Bond,Corporate,EBB,Corporate,Power,2019-10-11
GRC8161185B1,CORAL A.E. OIL AND CHEMICALS COMPANY,ΚΟΡΑΛΟ1,Bond,Corporate,EBB,Corporate,Oil and Gas Extraction and Refining,2018-05-07
GRC8171186B7,B&F COMMERCIAL & GARMENT INDUSTRIES S.A.,ΒΚΑΙΦΟ1,Bond,Corporate,EBB,Corporate,Miscellaneous Wholesale and Retail Trade,2018-06-20
GRC8231227D3,CPLP SHIPPING HOLDINGS PLC,CPLPB2,Bond,Corporate,EBB,Corporate,Marine Transportation,2022-07-19
GRS498003003,EPSILON NET S.A. (CR),ΕΠΣΙΛ,Stock,,EBB,Technology,Software - Application,2020-07-07
GRS520003005,CNL CAPITAL EKES-AIFM,CNLCAP,Stock,,EBB,Financial Services,Asset Management,2018-07-23
GRS525003000,DIMAND SOCIETE ANONYME DEVELOPMENT AND EXPLOITATION OF REAL ESTATE AND CONSTRUCTIONS SERVICES AND HOLDING,DIMAND,Stock,,EBB,Real Estate,Real Estate - Development,2022-06-29
