ISIN,minDate,maxDate,priceMinDate,priceMaxDate,profitability
100974271034,2018-01-02,2022-11-29,3.33,4.165,0.2507507507507507
BE0974271034,2018-01-02,2022-11-29,3.345,4.14,0.2376681614349774
BE0974293251,2018-01-02,2022-11-29,93.26,56.2,-0.3973836585888913
BE0974303357,2018-01-02,2022-11-29,1.262,3.265,1.58716323296355
CH0106027144,2020-07-14,2022-01-27,53.07,51.51,-0.0293951384963256
CH0198251305,2018-01-02,2022-11-29,27.13,23.24,-0.1433837080722447
CY0109232112,2020-09-29,2022-11-29,0.0811,0.0934,0.1516646115906287
CY0109561015,2021-08-12,2022-11-29,0.0412,0.0398,-0.0339805825242718
CY0109610614,2022-01-27,2022-11-29,0.28,0.37,0.3214285714285713
CY0200222111,2022-10-31,2022-11-29,0.0819,0.1219,0.4884004884004883
CY0200252118,2022-10-31,2022-11-29,0.1634,0.2562,0.5679314565483476
DE0001102325,2018-11-16,2022-11-29,110.875,100.04496,-0.0976779255918827
DE0001102457,2019-01-17,2022-11-29,100.563,91.363582,-0.0914791523721449
DE0001135275,2018-11-16,2019-08-27,154.8274,181.1671,0.1701229885666231
DE0001141703,2018-01-01,2018-12-27,101.653,100.7321,-0.0090592505877839
DE0002635307,2018-01-02,2022-11-29,38.0,43.385,0.1417105263157894
DE0005552004,2018-01-02,2022-11-29,39.539,37.85,-0.0427173170793393
DE0005557508,2018-01-02,2022-11-29,14.872,19.506,0.3115922538999462
DE0005933931,2018-01-02,2022-11-29,111.4,121.48,0.0904847396768401
DE0005933949,2018-01-02,2022-01-13,30.82,37.47,0.2157689811810512
DE0005933956,2018-01-02,2022-11-29,34.7,39.66,0.1429394812680113
DE0006047004,2018-01-02,2022-11-29,90.011,52.68,-0.4147381986646076
DE0006599905,2018-01-02,2022-11-29,89.803,171.95,0.9147467233834058
DE0007100000,2018-01-02,2022-11-29,70.603,62.61,-0.1132104868065095
DE0007164600,2018-01-02,2022-11-29,93.038,103.22,0.1094391538941078
DE0008404005,2018-01-02,2022-11-29,192.959,205.55,0.0652522038360481
DE000A0DEN75,2018-11-16,2022-11-29,79.7276,72.790774,-0.0870065824131166
DE000A0H0728,2018-01-02,2022-11-29,18.21,28.192,0.5481603514552443
DE000A0H08Q4,2018-10-09,2022-11-29,43.285,59.31,0.3702206307034771
DE000A0H08R2,2018-01-02,2022-10-04,24.77,18.728,-0.2439241017359708
DE000A0H08S0,2020-07-09,2020-07-27,15.558,14.902,-0.0421648026738655
DE000A0Q4R28,2018-01-02,2019-08-12,57.74,41.715,-0.2775372358850017
DE000A14ZT85,2019-06-12,2020-04-17,13.912,15.002,0.0783496262219666
DE000A194DD9,2018-12-20,2019-09-25,98.804,103.1254,0.0437370956641431
DE000A1EK0H1,2020-03-20,2020-10-01,37.526,55.64,0.4827053243084793
DE000A2TEDB8,2020-07-22,2020-12-17,96.592,101.278239,0.0485158087626304
DE000BASF111,2018-01-02,2022-11-29,91.488,49.24,-0.4617873382301504
DE000BAY0017,2018-01-02,2022-11-29,103.043,56.08,-0.4557611870772396
ES00000121G2,2019-05-02,2022-11-29,122.473,103.035987,-0.1587044736390877
ES0000012A89,2018-01-01,2022-11-29,99.02,95.392068,-0.0366383760856392
ES0000012E85,2019-05-31,2020-02-26,101.392,102.228647,0.0082516076219031
ES0000012F43,2019-09-09,2022-11-29,103.851,87.6382,-0.1561159738471464
ES0000012G00,2020-03-03,2022-11-29,99.758,60.44676,-0.3940660398163556
ES0000101768,2018-12-12,2019-09-18,100.916,105.4482,0.0449106187324111
ES0113900J37,2018-01-02,2022-11-29,5.454,2.8355,-0.48010634396773
ES0144580Y14,2018-01-02,2022-11-29,6.403,10.655,0.6640637201311885
ES0173516115,2019-02-07,2022-11-29,15.025,14.635,-0.0259567387687188
ES0178430E18,2018-01-02,2022-11-29,8.191,3.59,-0.561714076425345
EU000A1G0D39,2018-01-02,2022-11-29,100.032,98.12392,-0.0190746960972488
EU000A1U9985,2018-11-16,2022-10-17,100.119,100.0,-0.001188585583156
EU000A1Z99E3,2018-11-19,2019-09-09,99.967,102.746,0.0277991737273299
FI0009000681,2018-01-02,2022-11-29,3.909,4.571,0.1693527756459452
FI0009003305,2018-01-02,2022-11-29,45.66,48.33,0.0584756898817346
FR0000120271,2018-01-02,2022-11-29,46.06,58.94,0.2796352583586625
FR0000120578,2018-01-02,2022-11-29,71.76,88.19,0.2289576365663321
FR0000120628,2018-01-02,2022-11-29,24.76,27.355,0.104806138933764
FR0000121014,2018-01-02,2022-11-29,241.3,702.0,1.9092416079569
FR0000121501,2018-01-02,2021-01-15,16.915,21.85,0.2917528820573457
FR0000125007,2018-01-02,2022-11-29,45.59,44.18,-0.0309278350515464
FR0000125486,2018-01-02,2022-11-29,84.92,96.59,0.1374234573716439
FR0000131104,2018-01-02,2022-11-29,62.09,53.57,-0.1372201642776615
FR0000131906,2018-01-02,2022-11-29,83.8,33.78,-0.5968973747016706
FR0000133308,2018-01-02,2022-11-29,14.52,9.844,-0.322038567493113
FR0007054358,2018-01-02,2022-11-29,33.96,40.145,0.1821260306242639
FR0010315770,2018-01-02,2022-11-29,173.1,257.0,0.4846909300982092
FR0010344630,2018-01-02,2018-02-05,71.26,74.23,0.041678360931799
FR0010344903,2018-06-18,2018-12-24,36.33,33.155,-0.0873933388384254
FR0010510800,2018-01-02,2022-11-29,105.933,103.012,-0.0275740326432745
FR0011020965,2018-01-02,2018-02-02,29.59,29.506,-0.0028387968908414
FR0011697010,2018-11-16,2020-06-26,104.9072,101.963,-0.0280648039410069
FR0011993179,2018-01-01,2019-11-22,101.993,100.0,-0.0195405567048718
FR0013176336,2018-01-01,2019-09-19,102.63,101.43,-0.0116924875767318
FR0013176526,2018-01-02,2022-11-29,61.94,17.63,-0.7153697126251212
FR0013220902,2019-04-08,2020-01-23,101.62,102.597515,0.0096193170635701
FR0013232105,2019-01-11,2019-09-23,100.555,101.4876,0.0092745263785987
FR0013480613,2020-01-30,2022-11-29,101.688,63.427726,-0.3762516127763354
FR0014003Y09,2022-07-01,2022-11-29,86.213,83.25926,-0.0342609583241506
GR0114031561,2019-01-30,2022-11-29,100.0,100.96,0.0095999999999999
GR0114032577,2021-05-12,2022-11-29,98.85,90.04,-0.0891249367728881
GR0118019679,2019-07-23,2022-11-29,101.45,95.56,-0.0580581567274519
GR0118020685,2020-04-15,2022-11-29,100.0,95.09,-0.0490999999999999
GR0124035693,2019-03-05,2022-11-29,100.0,100.73,0.0073
GR0124036709,2020-06-09,2022-11-29,100.0,83.41,-0.1659
GR0124037715,2021-02-05,2022-11-29,100.05,76.15,-0.2388805597201398
GR0124038721,2022-01-20,2022-11-29,100.0,81.44,-0.1856
GR0128016731,2020-02-03,2022-11-29,100.0,77.19,-0.2281
GR0138017836,2021-03-17,2022-11-29,100.0,61.67,-0.3833
GR0514024216,2022-07-25,2022-11-29,100.0,99.7,-0.0029999999999999
GRC1441197B3,2019-07-22,2022-11-29,100.0,97.7676,-0.0223239999999999
GRC1451184D4,2018-03-27,2022-11-29,100.0,98.8814,-0.011186
GRC2451227D9,2022-07-06,2022-11-29,100.0,99.8,-0.002
GRC281121BD8,2021-11-10,2022-11-29,100.0,88.2425,-0.1175749999999999
GRC3931176B0,2018-01-02,2020-06-30,100.3536,100.1,-0.002527064300633
GRC419120AD7,2020-10-19,2022-11-29,100.0,92.71,-0.0729
GRC422116743,2018-01-02,2022-11-29,99.5,89.9,-0.0964824120603014
GRC4221178B3,2018-01-02,2022-11-29,100.0,65.0,-0.35
GRC4221197B3,2019-08-02,2022-11-29,100.0,74.0,-0.26
GRC4261213D5,2021-03-17,2022-11-29,100.0,88.0,-0.12
GRC4951193D4,2019-03-04,2022-11-29,100.0,96.5,-0.035
GRC4971221B3,2022-01-19,2022-11-29,100.0,88.7,-0.1129999999999999
GRC5091217D9,2021-07-14,2022-11-29,100.0,83.9667,-0.1603329999999999
GRC5211214B5,2021-05-19,2022-11-29,100.0,96.0577,-0.039423
GRC8081169B2,2018-01-02,2021-10-01,104.0,100.0,-0.0384615384615384
GRC8121176B9,2018-01-02,2020-06-23,101.5,99.9,-0.0157635467980295
GRC8131177B5,2018-01-02,2019-07-23,101.4,101.3,-0.0009861932938856
GRC813119AD1,2019-10-11,2022-11-29,100.0,92.35,-0.0765
GRC815117CD9,2018-02-02,2022-11-29,100.0,100.0,0.0
GRC8161185B1,2018-05-07,2022-11-29,100.0,100.0,0.0
GRC8171186B7,2018-06-20,2022-11-29,100.0,99.5,-0.005
GRC8231227D3,2022-07-19,2022-11-29,100.0,98.11,-0.0189
GRF000011004,2018-01-02,2022-11-29,3.5023,3.9247,0.1206064586129115
GRF000014008,2018-01-02,2022-11-29,10.2215,9.1049,-0.1092403267622168
GRF000022001,2018-01-02,2022-11-29,13.0998,12.9377,-0.0123742347211408
GRF000023009,2018-01-02,2022-11-29,22.2171,25.3924,0.142921443392702
GRF000024007,2018-01-02,2022-11-29,7.8477,7.3874,-0.0586541279610585
GRF000025004,2018-01-02,2022-11-29,6.7331,7.5911,0.127430158470838
GRF000029006,2018-01-02,2022-11-29,11.2783,10.7782,-0.0443417890994209
GRF000031002,2018-01-02,2022-11-29,12.1169,14.9721,0.235637828157367
GRF000032000,2018-01-02,2022-11-29,13.7726,14.9228,0.0835136430303646
GRF000034006,2018-01-02,2022-11-29,7.5772,8.8617,0.1695217230639286
GRF000036001,2018-01-02,2022-11-29,11.6974,13.4066,0.1461179407389675
GRF000037009,2018-01-02,2022-11-29,3.4839,4.1338,0.1865438158385716
GRF000038007,2018-01-02,2022-11-29,1.2705,1.5247,0.2000787091696182
GRF000045002,2018-01-02,2022-11-29,14.2347,19.6412,0.3798113061743486
GRF000084001,2018-01-02,2022-11-29,2.045,2.3822,0.1648899755501223
GRF000093002,2018-01-02,2022-11-29,11.4708,11.8082,0.0294138159500644
GRF000153004,2018-01-02,2022-11-29,21.2,22.05,0.0400943396226415
GRF000394004,2022-10-31,2022-11-29,10.0,10.0257,0.00257
GRK014011008,2018-01-02,2022-11-29,15.05,42.6,1.830564784053156
GRS001003037,2018-01-02,2022-11-29,33.348,0.092,-0.997241213865899
GRS003003035,2018-01-02,2022-11-29,3.24,3.76,0.1604938271604936
GRS004013009,2018-01-02,2022-11-29,15.5,16.15,0.0419354838709676
GRS014003032,2018-01-02,2022-11-29,55.2,1.419,-0.9742934782608696
GRS015003007,2018-01-02,2022-11-29,1.858,1.03,-0.4456404736275565
GRS045003001,2018-01-02,2022-11-29,0.191,0.105,-0.4502617801047121
GRS047063003,2018-01-02,2022-11-29,0.388,0.75,0.9329896907216494
GRS054003009,2019-09-05,2022-11-29,0.49,0.76,0.5510204081632654
GRS054061007,2018-01-02,2019-09-04,0.38,0.444,0.1684210526315789
GRS059063008,2018-01-02,2022-11-29,2.08,8.4,3.0384615384615383
GRS059064006,2018-01-02,2022-11-29,0.6,3.8,5.333333333333333
GRS065003014,2018-01-02,2022-11-29,0.4928,2.32,3.707792207792208
GRS070003009,2018-01-02,2022-11-29,0.77,0.95,0.2337662337662336
GRS074083007,2018-01-02,2019-09-23,22.65,19.64,-0.1328918322295804
GRS074084005,2018-01-02,2019-09-23,16.0,18.98,0.18625
GRS079103008,2018-01-02,2019-06-28,1.19,1.6,0.3445378151260505
GRS083003012,2018-01-02,2020-03-12,0.434,0.48,0.1059907834101382
GRS084003011,2018-01-02,2022-11-29,0.562,0.663,0.1797153024911031
GRS087003000,2018-09-14,2022-11-29,1.236,1.642,0.3284789644012944
GRS087103008,2018-01-02,2018-09-13,1.696,2.825142857142857,0.6657681940700809
GRS088003017,2018-01-02,2022-11-29,1.49,2.3,0.5436241610738254
GRS090003005,2019-08-12,2022-11-29,0.188,0.22,0.1702127659574468
GRS090004003,2019-08-12,2022-11-29,0.21,0.252,0.2
GRS090101007,2018-01-02,2019-08-09,0.19,0.186,-0.0210526315789473
GRS090106006,2018-01-02,2019-08-09,0.26,0.21,-0.1923076923076923
GRS092103001,2018-01-02,2022-11-29,0.198,0.494,1.4949494949494948
GRS095001004,2018-01-02,2019-12-31,0.044,3.72,83.54545454545456
GRS095003000,2019-12-31,2022-11-29,3.72,1.985,-0.4663978494623655
GRS096003009,2018-01-02,2022-11-29,5.68,3.08,-0.4577464788732394
GRS106003007,2018-01-02,2022-11-29,0.75,2.48,2.306666666666666
GRS110111002,2018-01-02,2019-12-30,0.0405,0.026,-0.3580246913580247
GRS110116001,2018-01-02,2019-12-30,0.084,0.057,-0.3214285714285714
GRS111003026,2018-01-02,2022-07-04,1.5,1.24,-0.1733333333333333
GRS117123000,2018-01-02,2022-11-29,2.02,2.1,0.0396039603960396
GRS118003003,2018-01-02,2022-11-29,0.53,1.25,1.3584905660377358
GRS120003009,2019-12-13,2022-11-29,284.0,272.0,-0.0422535211267605
GRS120131008,2018-01-02,2019-12-12,280.0,284.0,0.0142857142857142
GRS124153008,2018-01-02,2022-11-29,0.85,0.825,-0.0294117647058823
GRS128003001,2018-01-02,2022-11-29,17.0,20.6,0.211764705882353
GRS131003006,2018-01-02,2022-11-29,0.11,0.209,0.8999999999999999
GRS131004004,2018-01-02,2022-11-29,0.06,0.22,2.666666666666667
GRS135003002,2018-01-02,2022-11-29,0.098,0.298,2.040816326530612
GRS137003000,2018-01-02,2022-11-29,0.49,1.235,1.5204081632653064
GRS142003003,2018-01-02,2020-03-12,3.4,3.3,-0.0294117647058823
GRS144003001,2018-01-02,2022-11-29,1.51,0.988,-0.3456953642384106
GRS145003000,2018-01-02,2022-11-29,4.62,9.76,1.1125541125541123
GRS147233001,2018-01-02,2022-11-29,1.42,1.38,-0.028169014084507
GRS148003015,2018-01-02,2022-11-29,0.745,3.6,3.8322147651006713
GRS156203002,2018-01-02,2022-11-29,0.05,0.016,-0.68
GRS165063009,2018-01-02,2022-11-29,0.322,1.61,4.0
GRS179003017,2018-01-02,2019-03-27,0.454,0.41,-0.0969162995594714
GRS182003004,2018-01-02,2022-11-29,0.04,0.035,-0.1249999999999999
GRS184003002,2018-01-02,2022-11-29,0.06,0.53,7.833333333333334
GRS191213008,2018-01-02,2022-11-29,1.68,1.73,0.0297619047619047
GRS201003019,2018-01-02,2020-07-13,0.184,0.1,-0.4565217391304347
GRS204003008,2018-01-02,2022-11-29,6.475,6.3,-0.027027027027027
GRS208303008,2018-01-02,2022-11-29,0.76,1.67,1.1973684210526314
GRS213213002,2018-01-02,2022-11-29,0.78,0.78,0.0
GRS222213001,2018-01-02,2022-11-29,0.67,1.39,1.0746268656716416
GRS224003004,2018-01-02,2022-11-29,0.159,0.226,0.4213836477987421
GRS233003003,2018-01-02,2018-08-02,0.68,0.64,-0.0588235294117647
GRS234003002,2018-01-02,2020-07-13,0.268,0.23,-0.1417910447761194
GRS237003009,2019-09-11,2022-11-29,0.274,0.474,0.7299270072992698
GRS237061007,2018-01-02,2019-09-10,0.4,0.274,-0.315
GRS239003007,2018-01-02,2022-11-29,2.9,4.01,0.3827586206896551
GRS240003012,2018-01-02,2022-11-29,2.66,5.3,0.9924812030075186
GRS245213004,2018-01-02,2022-11-29,6.92,5.7,-0.176300578034682
GRS246003008,2022-07-26,2022-11-29,1.16,0.352,-0.696551724137931
GRS246073001,2018-01-02,2022-07-25,0.164,0.388,1.3658536585365852
GRS247003007,2019-05-06,2022-11-29,0.565,1.05,0.8584070796460179
GRS247183007,2018-01-02,2019-05-03,0.728,0.57,-0.217032967032967
GRS249003005,2019-11-29,2022-11-29,0.0555,0.186,2.351351351351352
GRS249501008,2018-01-02,2019-11-28,0.129,0.0555,-0.5697674418604651
GRS250073004,2018-01-02,2022-11-29,4.7,2.6,-0.4468085106382978
GRS254183007,2018-01-02,2022-08-08,0.0145,0.0125,-0.1379310344827586
GRS259003002,2018-01-02,2022-11-29,5.35,6.7,0.252336448598131
GRS260333000,2018-01-02,2022-11-29,11.69,14.78,0.2643284858853721
GRS265003004,2019-09-20,2022-11-29,0.6,1.075,0.7916666666666666
GRS265061002,2018-01-02,2019-09-19,0.33,0.6,0.818181818181818
GRS275073005,2018-01-02,2022-11-29,0.374,0.86,1.299465240641711
GRS277023008,2018-01-02,2022-09-30,3.61,7.8,1.160664819944598
GRS279003008,2018-01-02,2019-12-11,0.635,0.34,-0.4645669291338582
GRS281003004,2019-11-08,2022-11-29,1.85,1.614,-0.1275675675675675
GRS281101006,2018-01-02,2019-11-07,1.405,1.786,0.2711743772241993
GRS282183003,2018-01-02,2022-11-29,14.9,14.97,0.0046979865771812
GRS284183001,2018-01-02,2022-11-29,0.254,0.155,-0.3897637795275591
GRS289103004,2018-01-02,2022-11-29,0.418,2.06,3.928229665071771
GRS294003009,2018-01-02,2022-11-29,19.18,4.8,-0.7497393117831074
GRS295003008,2018-01-02,2022-11-29,0.63,1.02,0.6190476190476191
GRS296273006,2018-01-02,2019-04-24,2.4,2.40001,4.166666666693963e-06
GRS298343005,2018-01-02,2022-11-29,7.7,7.09,-0.0792207792207792
GRS299003004,2018-01-02,2020-08-31,0.348,1.15,2.3045977011494254
GRS301003000,2018-01-02,2022-11-29,0.17,0.11,-0.3529411764705882
GRS308003003,2018-01-02,2019-05-07,1.02,1.4,0.372549019607843
GRS310003009,2018-01-02,2022-11-29,1.077777777777562,4.65,3.3144329896915865
GRS314003005,2018-01-02,2022-11-29,0.1296,0.033,-0.7453703703703703
GRS315003004,2018-01-02,2022-07-04,2.46,3.22,0.3089430894308944
GRS316003003,2018-01-02,2022-11-29,0.073,0.103,0.4109589041095891
GRS316007004,2018-01-02,2022-11-29,0.092,0.072,-0.2173913043478261
GRS316007012,2018-01-02,2022-11-29,0.085,0.105,0.2352941176470586
GRS319103008,2018-01-02,2022-11-29,0.98,2.6,1.653061224489796
GRS320313000,2018-01-02,2022-11-29,4.2,3.01,-0.2833333333333334
GRS323003012,2018-01-02,2022-11-29,0.88,1.077,0.2238636363636363
GRS326003019,2018-01-02,2022-11-29,9.3,15.5,0.6666666666666665
GRS329503007,2018-01-02,2022-11-29,0.168,0.423,1.5178571428571428
GRS331043000,2018-01-02,2022-11-29,6.25,6.36,0.0176
GRS332073006,2018-01-02,2022-11-29,0.142,0.444,2.1267605633802824
GRS337003008,2018-01-02,2022-11-29,5.85,11.32,0.9350427350427352
GRS339003022,2018-01-02,2022-11-29,0.545,0.11,-0.7981651376146789
GRS340263003,2018-01-02,2022-11-29,0.535,0.386,-0.2785046728971962
GRS341003002,2018-01-02,2021-06-24,0.127,0.448,2.52755905511811
GRS343313003,2018-01-02,2022-11-29,1.168,0.585,-0.4991438356164384
GRS344003009,2018-10-12,2022-11-29,0.364,0.22,-0.3956043956043956
GRS344061007,2018-01-02,2018-10-11,0.78,0.364,-0.5333333333333333
GRS345503007,2018-01-02,2022-11-29,5.36,5.58,0.0410447761194029
GRS346003007,2018-01-02,2022-11-29,0.212,0.078,-0.6320754716981133
GRS348003005,2018-01-02,2020-12-03,0.142,0.14,-0.0140845070422533
GRS350263000,2018-01-02,2022-11-29,0.44,0.468,0.0636363636363637
GRS354003006,2018-01-02,2022-11-29,0.5,1.5,2.0
GRS359353000,2018-01-02,2022-11-29,6.31,7.04,0.115689381933439
GRS364253005,2018-01-02,2022-11-29,0.123,0.848,5.894308943089431
GRS368313003,2018-01-02,2022-11-17,0.47,3.49501,6.436191489361702
GRS371113002,2018-01-02,2021-12-15,0.58,1.09,0.8793103448275865
GRS372003004,2018-01-02,2022-11-29,0.5925,0.518,-0.1257383966244726
GRS373173004,2018-01-02,2022-11-29,0.15,0.37,1.4666666666666668
GRS374003002,2018-01-02,2022-11-29,0.22,0.65,1.9545454545454548
GRS375183001,2018-01-02,2022-11-29,0.49,0.686,0.4000000000000001
GRS379233000,2018-01-02,2021-09-27,1.15,1.5,0.3043478260869566
GRS382073005,2018-01-02,2022-11-29,2.82,2.94,0.0425531914893617
GRS384003000,2018-01-02,2022-11-29,0.38,0.495,0.3026315789473684
GRS385113006,2018-01-02,2022-11-29,0.33,0.73,1.212121212121212
GRS387503006,2018-01-02,2022-11-29,1.3,2.26,0.7384615384615383
GRS392193009,2018-01-02,2022-11-29,0.25,0.254,0.016
GRS393503008,2018-01-02,2022-11-29,9.25,17.89,0.934054054054054
GRS395363005,2018-01-02,2022-11-29,5.32,3.125,-0.412593984962406
GRS396003006,2018-01-02,2022-11-29,0.269,0.449,0.6691449814126393
GRS397003005,2018-01-02,2022-11-29,1.36,2.1,0.5441176470588235
GRS398003004,2019-12-31,2021-12-16,5.5,5.75001,0.0454563636363635
GRS398161000,2018-01-02,2019-12-30,4.7,5.5,0.1702127659574467
GRS399163005,2018-01-02,2020-07-13,5.3,10.0,0.8867924528301887
GRS402003008,2018-01-02,2022-11-29,4.04,6.32,0.5643564356435644
GRS403003007,2018-01-02,2022-11-29,1.63,1.715,0.0521472392638037
GRS404003006,2018-01-02,2022-11-29,1.6,2.08,0.3
GRS405003005,2018-01-02,2021-07-23,2.24,6.40001,1.8571473214285712
GRS406003004,2018-01-02,2021-06-07,0.36,0.3,-0.1666666666666666
GRS407183003,2018-01-02,2022-11-29,1.36,2.14,0.5735294117647058
GRS412503005,2018-01-02,2022-11-29,0.196,0.297,0.5153061224489794
GRS413313008,2018-01-02,2022-11-29,0.166,0.648,2.903614457831325
GRS419003009,2018-01-02,2022-11-29,10.65,13.16,0.2356807511737089
GRS422003004,2018-01-02,2022-11-29,4.3,0.57,-0.8674418604651163
GRS424003002,2018-01-02,2022-11-29,0.86,3.08,2.581395348837209
GRS426003000,2018-01-02,2022-11-29,19.04,19.25,0.0110294117647059
GRS427003009,2018-01-02,2022-11-29,25.3,23.6,-0.067193675889328
GRS428003008,2018-01-02,2022-11-29,4.55,3.61,-0.2065934065934065
GRS432003028,2018-01-02,2022-11-29,1.065,1.426,0.3389671361502347
GRS433003019,2018-01-02,2022-11-29,4.95,5.35,0.0808080808080807
GRS434003000,2018-01-02,2022-11-29,2.08,6.68,2.211538461538461
GRS438003006,2018-01-02,2022-11-29,1.92,2.44,0.2708333333333333
GRS439003005,2018-01-02,2022-11-29,0.428,0.606,0.4158878504672897
GRS445003007,2018-01-02,2019-05-07,0.58,0.95,0.6379310344827587
